Age,Gender,Comment
50-64,MALE,Quick access from Terminal E After a 8 hour intercontinental flight its nice to have a clean comfortable hotel at hand.Hilton Logan airport is such a hotel.Quick sufficient check in.Upgraded room without asking as a Hilton Honors gold member.Pool/sauna/steamroom OK.Breakfast buffet average. Free transportation to subway was efficient. Pick up from subwaystation after request by telephone was quickly.Quit room no noise from planes.
65-XX,FEMALE,Phew lbertsons are a 3min drive away. Cant think of anything the supermarket didnt sell apart from proper baked beans but then you can never get them in the statesWe ate at The Keg both the steak the salmon was delicious. We also tried The Bamboo Club - a wide variety of asian dishes on offer. Did not eat at the JW but Roys looked superb.Veryvery hot the entire week but you know before you go so be prepared. Will not be returning - there are too many places out there still to visit but would recommend both the MCV Arizona.
65-XX,MALE,Average hotel at best. We arrived Thursday evening for a three night stay after a trip to Las Vegas and were greeted by more noise in the lobby than anything Las Vegas had to offer  The bar on the ground floor resembles an after match booze up and appeared to be patronised solely by non-resident young Bostonians. Friday and Saturday evenings were exactly the same and therefore there is nowhere in the hotel for residents to sit and have a quiet relaxing drink.We had an executive corner best view room on floor eight which was tiny even by US standards. The view on all sides was straight into occupied office buildings and the bathroom  shower room   had a clear view window which meant the blind had to be down whilst the bathroom was in use. The bathroom was large but poorly designed without a bath although more than adequate space existed.We breakfasted once at the hotel and the food and service was adequate but nothing special. Although the printed bill for breakfast said service was not included an additional rubber stamp in red highlighting this fact was stamped on top of the bill - how thoroughly naff We paid $565 per night to stay here which seems absolute top dollar and the booking was made on the hotels website.Whilst the location is good for walking around the shopping district the hotel staff were friendly and helpful the bed and bedding were extremely comfortable my wife and I find very little else to recommend the hotel and quite a few things as highlighted above to put you off and especially the bar noise which was quite absurd The real mystery to me having used Trip Advisor extensively in the past is how this hotel can possibly be the current number one recommended hotel in Boston on Trip Advisor.....Philip Hills
65-XX,FEMALE,Nice Hotel In Paris Our party of three adults spent 3 day in the Hotel Ares in mid-September. We had a good-sized room with two double beds. The room was freshly decorated with yellow walls and nice white carved crown molding. There were large windows in both the bedroom and spacious bathroom that opened onto an interior coutyard not very attractive but the fresh air was great. By Paris standards the bath was huge. The hotel is located in the 15th just a short walk from the Eiffel Tower. It is on a quiet street only a block from shopping restaurants and the metro. The hotel staff was very gracious and helpful. We have stayed in several 3 star hotels in Paris and this is the best by far. The metro station was great as it had access to several lines. We will definitely stay again.
50-64,FEMALE,Great Stay at the Intercontinental Our Room
25-34,FEMALE,Wonderful views dont forget your sunscreen This is a really great property with nice pools and an amazing private island really one of the prettiest places I have ever seen but I say dont forget the sunscreen because if you do its gonna cost you. $20 to be exact. Yep if you forget anything while you are staying here you better be prepared to pay dearly for it. Oh and if you want to eat you better be willing to pay up big time. I am no cheapie but $16 for a burger was a little high and almost $20 for two well drinks was a bit over the top I loved this place but make sure you bring LOTS of extra cash for food drinks parking etc. and try not to leave any essentials at home because they charge a ton for little stuff. We had a great view from our room STAY OCEANFRONT It is such a great thing to wake up to We took our two kids and they loved it especially the awesome pools. I am glad we stayed here but really wish there were some sort of affordable food options there just isnt quite yet.
35-49,MALE,Quality accommodations in the heart of Seattle Whenever I travel on business I now consult tripadvisor reviews prior to my trip. Based on the glowing reviews for this property I chose the Holiday Inn Seattle and I was not disappointed.Centrally located in an urban but commercial section of town the entrance to the hotel on Dexter Avenue is a bit claustraphobic. If there are several arriving you may need to wait your turn to get into the lobby but once you come in the front desk is quick and courteous. After you check in return to your car and turn right into the hotel right behind the hotel and right into the Holiday Inn garage not the Express garage. Swing wide on the last turn because you use your room key to open the garage door from the drivers side. The second time I did this it felt natural Even the parking garage is well done. Although the spaces are small the ceiling has an acoustical treatment making the garage quiet and relatively warm: a great benefit for Seattle weather.My room was large for a standard room with two queen beds and a sleeper sofa. The TV has a sleep timer controlled on the TV itself and about 20 channels of cable. There are several nice touches in the room in the form of instruction cards on how to operate the TV and internet wired only... bring your ethernet cable or be billed $7.50 The iron and board in my room were passable but somewhat damaged by previous guests. The in-wall heater/AC was quiet and there was little to no outside noise that disturbed my sleep.The other amenities are somewhat limited by the small size and location of the hotel. I noticed that the exercise room is somewhat larger than most with several cardio and weight machines. There is a business center with computer printer and high-fee ATM machine.One of the other reviews raved about the Emerald Grill. I found their food above average but nothing to write home about. However for room service and a general service hotel... thats the kind of food you want. Room service was delivered in a timely fashion and at correct temperatures. Tip: If you want bread with your room service meal you need to request it.Most of my days were spent away from the hotel so I dont have any reviews of their ballroom or other facilities. However I dont hesitate to recommend this location - its a quality property.
25-34,FEMALE,Highlight of our trip We loved Damai Lovina Villas www.damai.com. Damai was our honeymoon splurge at the end of our trip. If youre staying at other places during your trip I would recommend staying here last as nothing else could possibly compare favorably :- Its way up on the northern coast of Bali not really near anything city wise. The villas were gorgeous the pool magnificent and the food 5 star. There are only 6 villas on the property so you eventually get to know the other people staying there. We did the dinner and dolphin package and the dophin tour was amazing We saw a ton of them. Its expensive though rooms tours and food so be aware of that. Of all the places we stayed Damai is the one we still talk about all the time. sigh
50-64,FEMALE,PeacefulPosh and Good Value My husband and I have just returned from a holiday trip to Paris. After mind boggling searches for the PERFECT hotel.I think I have found it. Hotel de Varenne is sophisticated without being pretentious. Staff helpful and courteous. Great location.Very peaceful nights sleep. Pleasantly surprised by the bathroom size as Id been lead to believe all hotel bathrooms in Paris are tiny. I hope to return to Hotel de Varenne to enjoy this lovely place again.
65-XX,MALE,Luxury and location If you have the money this is a great place to stay. I was fortunate enough to be able to use my Starwood points so I didnt need to count the euros. Service was excellent at check in and departure and our room was comparable to the Meridien in the US. The hotel has recently been renovated and everything looked new. The beds were comfortable and faced a 50 inch plasma TV on the opposite wall. The bathtub was huge and had a rubber incline so you could lean back comfortably. And of course a separate shower. Bath amenities were the same that I used to get at the Meridien in Beverly Hills.The hotel location was right on the Ramblas only a block or two from the Plaza de Catalunya. There were cabs galore and a convenient metro too.All in all a great place to have has your home base in a beautiful city.
25-34,MALE,Great little hotel in the real san francisco Great little hotel out of the way but if you have got a city pass you can catch the tram down to the main attractions. Very good staff and friendly. Extra bonus was the free parking on offer as parking in san francisco is very hard to get. Very old typical san francisco hotel which had loads of character offers free breakfast in the morning too which was very nice. Also if you are in between 4 - 6 pm you get free cherry and biscuits in the lounge. We stayed here for 6 days and enjoyed every minute of it loads of great restaurants to eat at and plenty of shopping to do too. We went to alcatraz on a night tour which i recommend booking before you go as i gets very busy. Also hired some bikes and did a 16 mile bike ride and caught the ferry back. Had a great six days
50-64,FEMALE,Bring flipflops and earplugs I needed a place for the night before a cruise on the S.S. Lane Victory at 7:30 a.m. the following morning.Strangely although the room was very clean the furniture in good shape and the bed comfortable the carpet of Room 215 was FILTHY. It made the soles of my feet black within five minutes of my stepping out of the shower. If you take the trouble to scrupulously clean the rest of the room why not shampoo the carpet once in a while?Also though the hotel appeared to be barely occupied the desk clerk claimed it was full and wouldnt give me a quieter room on the back side of the hotel. In the rooms facing Gaffey Street the traffic sounds are LOUD cars with thumping speakers at all hours; big rigs downshifting for the stoplight half a block away; police sirens. I had to leave the air on all night to try to muffle the noise. Also as mentioned in other reviews the neighborhood looks a bit iffy and I wouldnt walk around there after dark. The 21 Sushi restaurant next door was good and reasonably priced; it was frequented by regular local customers many of whom the owner greeted by name.If the carpet were cleaner this would be a good hotel for the price.
18-24,FEMALE,A Great Little Hotel Mini Bar
35-49,MALE,A cut above We have just returned from 12 lovely nights in Barcelona staying at this hotel. It is in a great location about 12 mins on metro from Las Ramblas then maybe about a 7 mins walk from nearest metro selva de mar to the hotel. The room was great comfiest bed ever and the much needed aircon was a life saver. Bathroom massive. It is ideal if you are looking for more of a beach hol which we were. The beach is literally across the street and what a lovely beach it is. There are wee beach shacks all along selling food and drink and djs every weekend til 3/4 in the am lots of locals partying hard We bought the multi-trip metro tickets and found these cheap and easy to use. There is a great shopping centre Diagonal Mar 5 mins from hotelloads of eating places in the shopping centre too. There are about 4 chinese restaurants near the hotel only one of which I would recommend. As you leave the hotel turn left and it is about 3 blocks down. Cheap as chips Although they dont sell them The Chinese and Indian restaurants are defintely the cheapest in town.. Olympic Port is about a half hour walk away down at the harbour with loads of tavernas and pubs and a couple of discos. A couple of bars have bands in til 3am. But be warned take plenty cash cos its not cheap there. If youre not prepared to walk back to hotel dont leave it too late to get a taxi theres no chance after about 1.30 or 2am. We walked back a few times All in all I would say if you are going for a short trip then you would probably be better off nearer Las Ramblas but for a longer holiday its a great hotel for access to the beach for lazy days and to the metro for sightseeing and shopping Enjoy
35-49,MALE,Perfect to propose This place is fantastic. I was originally booked into another hotel in Venice but due to flood repairs they called to cancel us and I was very dissapointed. This was a suprise holiday for my then girlfriend it was her birthday and she had always wanted to go to Italy. So right up to the day it was a suprise where we were going.The hotel was so magical so much so that before we had even checked our bags in I took her out to the balcony and proposed to her I had planned on doing it at some stage during our 3 days there but the view from the balcony was perfect she said yes and we were married 2 and a half weeks ago.We hope to come back for one of our anniversaries. The staff were lovely and the room - just at the top of the stairs to the right as you walk towards the balcony - was perfectI can highly reccomend this place and it will always hold a special place in our hearts.
50-64,MALE,Luxury hotel with atmosphere If you would like to stay someplace that has high end luxury with touches of charm from a bygone era then the Adolphus is for you. Sure it has all the features you would expect of a high end hotel--great attentive service spacious rooms beautiful tasteful furnishings comfortable beds etc. However the Adolphus is unique in the way it preserves and pays tribute to its past. All throughoutthe hotel and the rooms you see wonderfully ornate reminders of yesteryear--chandeliers lamps mirrors bureaus clocks lobby furniture etc. This creates a great atmosphere of sophistication and luxury. If you have any question as to whether the Adolphus is a hotel that is luxurious enough for you remember that Queen Elizabethand Prince Phillip stayed here during their visit to Texas.
35-49,FEMALE,Great boutique hotel Exactly as promised. We had a two room apartment 25m which was larger than we expected. Very nice mini kitchen facilities which allowed for coffee making and small meals. Clean nicely furnished rooms and hotel is located on a quiet dead end street in a great area in the heart of the latin quarter within walking distance of everything. Front desk staff spoke perfect english and had great recommendations for local cafes and restaurants. Be sure to check out le Petit Prince  5 min walk for an authentic french dinner. Would highly recommend checking the hotels website directly for last minute deals as we got a fantastic rate.
25-34,FEMALE,Loved the Occidental Will go back again one of the pools
65-XX,FEMALE,Great service overall but... Just returned from Majestic Colonial resort Punta Cana. Not having been to the region prior nor knowing anyone who had we had no idea what to expect. I believe this contributed to some sense of disappointment with this trip. The grounds are beautiful the place is immaculately clean. The employees are busy busy bees... always cleaning sweeping replacing doing their best to maintain everything and they will do everything to attempt to satisfy your needs. The selling point of the resort seems to be the fact that it is all-inclusive; all one can eat and especially drink.The problem for us was 1 the food was terrible tho there was always great effort to present it attractively and 2 not being heavy drinkers we found little to do other than lounge by the pool . Because of weather conditions of course the resort had no control over the storm which kept everyone off the beach for two days the pool area was quite crowded and short of lounging chairs. Not being near even a small city shopping area we never saw much of the life of the country. We did take the one day trip to the Island for beach and BBQ. This trip was nice but way too long. It was a 2-hr bus ride to the marina where we boarded a catamaran. Following our time on the beach we had another looong return ride to the hotel. WhewFamilies with small children seemed to have a good time with the youngsters being able to plop around the pool; and certainly the hearty drinkers enjoyed the never empty glass of whatever it was they wanted to drink. My advice then would be to take a good book or two snag a lounge chair just relax read and drink up. For us it just wasnt enough.
65-XX,MALE,We love Catalonia Our 4th time in Catalonia Bavaro. We stayed there in April for 2 weeks in paradise.We are a couple over 60. and have been traveling to different places in the world.What we liked the most :- excellent customer service from the management  customer service staff animationto waiters and greeters at the restaurants cleaning ladies in our room gardeners etc..- beautiful beach- good accommodation with non smoking rooms- excellent food.We even noticed at different occasions Mr Juana one of the manager greeting the guests at the main dinner buffet restaurant. We were in a non smoking building next to the swimming pool and close to the beach and beach restaurant.We enjoyed the professional band playing most of the nights. We made sure that we were there from 8pm to 8.30 pm. They played ballroom dancing for half an hour rumba chacha. They even played a foxtrot and a tango for us.After 45 minutes of children animation the band come back and play 45 minutes of social dancing meringue salsa bachata etcThe shows are very good. They practiced every morning to give the best performance at night.The grounds are beautiful and well maintained. It is a big resort we did a lot of walking. They sprayed quite every day in different areas and we did not get any mosquitos bites.We had and excellent weather. We enjoyed been there for the 4th time. Its like being at home. We knew a few people from the staff. They treated us in a special manner. As one the manager mentioned to me you a personal friend and part of the Catalonia family.We will be glad to go back.
25-34,MALE,Great Hotel Ideal position in Granada What Else ? ;- Granada is one of the most beautifull city in Europe and this Hotel is the best way to have a wonderfull stay.Its my second trip in this Hotel and I have nothing to say about. Room clean first time we stay in a normal room and in the Allambra Suite for our second stay.Just a remarq about the bedin the normal room which is a little bit too smooth for me.But the suite ....................... try it you will enjoy 
65-XX,MALE,Excellent Choice for Theater Weekend We were part of a family group of three couples who stayed at the Omni in the beginning of January for a theater weekend. We booked broadway tickets through a special we saw on travelzoo and then used their site to search for hotels. The Omni was very reasonable so we used the travelzoo discount code and booked online at the Omnis site. We are very pleased we stayed there. The room was spacious bathroom large and staff very friendly. I really liked their web check-in process. We said wed be there at 11:30AM showed up on time and our keys were ready on arrival. I appreciated that they treated us with great care even though wed booked using a discount. All three couples enjoyed the hotel and agreed wed like to stay there when we do our 2009 theater weekend.
50-64,MALE,Wonderful hotel wonderful staff Just returned from the Villa Mazarin Hotel.....truly fantastic location in the beautiful and intriguing Marais district - and sited just behind the Hotel DVille  City Hall .The hotel is small  29 rooms only  and has been stunningly refurbished......Our room  standard double  was terrific....flat-screen TV world-class bed two sinks kettle iron and ironing board etc......The hotel is in the heart of the Marais district....a cultural and bohemian extravaganza..........stuffed with bars/restaurants of any kinds and types  gay hetro loud quiet cute etc etc The real bonus however was the hotel staff who were amongst the most attentive and professional I have ever come across in more than 30 years of world travel.....nothing was too much trouble for them.We would return tomorrow given the opportunity.Ian and Kathryn  UK If anyone requires any more info we are happy to provide...hicduk@aol.com
65-XX,FEMALE,Good Place with suggestions This is a quiet very comfortable place to stay in a notoriously expensive and noisy city. Best rates are on the hotels website we prepaid $159 per night for bed and breakfast plus an additional $19.22 per night in taxes and we would stay there again in a flash. The hotel is soundproof and the location is perfect only steps away from the Bush/Powell intersection and an easy jaunt to all of downtown. The California street Cable Car line is two blocks up Nob Hill; Market Street is five short blocks south. We didnt have a car but the hotel offers in-and-out valet parking for $38 per night a pretty good rate considering you are in the heart of The City.Dinner in the hotels restaurant Daffodils was only so-so however; husbands flatiron steak was superb but my pork tenderloin entree was dry and tasteless very overcooked. The waitress said the chef prefers to serve the pork rare probably because he has never heard of trichinosis and has no idea how easy it is to cook a pork tenderloin to non-pink tender perfection. Whatever I suggest you select something else from what seemed to be a relatively limited somewhat precocious menu. Be aware that there are tiny easily overlooked coupons at the far end of the reception desk that knock $20 off your dinner bill. The restaurant didnt seem very busy on any of the three nights we were in residence; perhaps the management should put one of those $20 coupons in with the room key at check-in. The European-style breakfast buffet was more than adequate and included juices cold cuts cheese tomatoes hard-boiled eggs assorted cereals with yogurt available a variety of fruit delicious croissants and muffins bread and bagels for toasting teas coffee and so on. Hot breakfasts were available at an extra charge.We had the San Francisco Chronicle outside our door every morning and both USA Today and the Wall Street Journal were also complimentary at the front desk.The room had free wireless and the bathroom was large and well appointed with good linens. Shower/Tub was clean with excellent water pressure. Little noise transferred from adjacent rooms. The in-room coffee was not memorable. Elevators were prompt and swift.The beds are cloud-like almost too much so. After an uncomfortably hot first night alternating between the too hot duvet and too cold sheet as a cover we requested a regular blanket rather than the fluffy duvet -- problem solved. The huge pillows are deep and fluffy nice if thats want you like but miserable if you prefer something smaller and firmer. A selection of pillows amid the six on the bed would have been much appreciated.The decor is very tailored with extremely nice furnishings and the staff was highly professional and pleasant. All in all the Orchard proved to be ideal for our all-too-short stay in SF.
25-34,MALE,Ive stayed in better 3 star hotels Upon being upgraded to an apartment we were horrified to be stepping into a smoky non-smoking room. The decor was far from impressive especially the cheap and tacky bits of chipboard passing for a bathroom cabinet.The robotic hotel reception staff seemed quite unplussed at my dissatisifaction when I raised the above.The breakfast experience at the Garden Buffet was more like attending a food court than a 5 star dining room. Upon arrival the queue to get a table was more like attending the local club RSL pokies venue. While the choice of food was impressive and well displayed and tasty the sight of bus-boy trolleys clearing tables reminded me of the food court at the local Westfield shopping centre. Plus queuing for the egg station to have an omelete made would have been a novel experience if I could have been bothered.In future we will be returning to the Wentworth were the experience is truly 5-star.
25-34,FEMALE,One night at Hyatt harborside Stayed one night friday at Hyatt harborside as we had a transatlantic flight to catch at 9am. We check in during the early afternoon with the plan to spend the afternoon /early evening in Boston. Our plan worked well and is worth considering for those with a morning flight out of Logan.No queue to check in on arrival left luggage with bellman headed up to the room - luggage was delivered within 10 mins. Our room on 9th floor had a fantastic Harbor view - so good you could take a photo from the room.Room had 2 Queen beds medium to firm matress with good quality linens room was decorated in a modern style. Armchair by window ipod docking station bathroom with tub shower but no bathrobes. Toiletries were basic - I have to admit though am not a fan of the hyatts portico toiletries. Room was clean but not overly large. Glasses ice bucket provided ice machine on each floor. NO aiport noise whatsoever from the room but you can hear noise from the corridor - lucky for us we had quiet neighboursThe lift is fun - you get a waterview as you travel up downThere is a nice patio area outside where you can dine or have a drink with a great view at night the staff light candles lanterns its quite lovely - but the indoor bar area was a dissapointment not inviting not a place to linger. Staff seemed overstreched but remained polite. Food was good but not great Calamari appitizer was very large enough for 2 and tasty.The water taxi is available just outside the hotel - be sure to use the walkie talkie to call for a taxi as they appear to wait offshore rather than at the dock. We used the service to get to Boston it was a fun experience. Taxi service runs till 10pm so you do not have to dine at the hotel restaurant.Although hotel was busy the pool/gym was empty we used both. Lockers/towels provided water cool towels apples were available. Pool is saltwater affords you a view of the harbor whilst you swim The jacuzzi was very hot. There is also a sauna which we did not use - With the heatwave Boston was expereincing we were hot enough.Early morning bellstaff came for luggage we had a short wait for one of the two free shuttles to the airport.
50-64,FEMALE,Fantastic view We stayed at the Four Points by Sheraton for New Year. We were on the 10th flloor abd the view over Darling Harbour was amazing. Room was very comfortable and the king sized bed a joy to get into especially after our stop over from Singapore. We slept 13 hour solid as the soundproofing was also extremely good. all the staff were very helpful and the doormaneeven managed to hail a taxi for us on New Years Eve to get down to the Rocks. Would definetely stay again.
65-XX,MALE,Not Great but Okay This property is a little tired. Needs some refurbishing. Theyre working on the exterior lanais etc. presently.Rooms are simply furnished. The musty odour It is the tropics after all disappears quickly after the a/c is turned on. Again furniture carpet fixtures have seen better times. On the other hand the rooms are large and serviceable with a fridge and coffee maker. I was quite satisfied for the price. Staff are very helpful. Checked my bags for me as I had a late flight. In addition there is a hospitality room on the third floor for a shower and change of clothes before leaving for the airport. The 16th floor is the site of the continental breakfast served on the lanai. Could get crowded Im told but as Im an early riser no problems for me.There is an ABC store on site that can supply you with most anything. There is also a tour desk which is quite handy. Getting around? The Bus stop is outside the main entrance although everything in Wakiki is within walking distance.Id definetely use this property again. Good value good location super staff.By the way Waikiki can be expensive. Walk a few blocks to escape the beach area and youll find lots of great inexpensive bars and restaurants.
50-64,MALE,Could Not Wait To Leave If you want Dominican service at New York prices then this is the place for you. We experienced all of the pitfalls discussed in other reviews -- bone jarring ride from airport lackluster food ridiculous costs and the feeling that once you get there youre trapped in a Dominican Bizarro World of rip-offs designed exclusively for foreign tourists.Then add to that the huge man eating spiders in our luxurious ocean front room. I am traumatized and to this day am still afraid to open my underwear drawer at home. As mentioned many guests have either scalding hot water or ice cold water from the showers. A tropical squall flooded a couple of ocean front rooms with an inch of water while folks upstairs with the thatched roof experienced little worms and insects falling from the ceiling. I hope they slept with their mouths closedThese are the stories of the folks that traveled with us as part of a corporate reward / retreat for my company. Of the seven couples that went we all had freaky little horror stories. Our stay was a lesson in Dominican dysfunction which would be cute if it were not supposed to be at a luxury resort. Nor is it cure that you are presented with a water menu whenever you dare to eat there. Several in our party became ill from the food. They tell you the water from the tap is undrinkable and then sell you $8 bottles of water with your meal. I found the local rum to be both tastier and cheaperThe front desk staff was ill equipped to handle any of the cavalcade of issues their hotel was presenting its guests. For example they were unable to offer me change for a $50 bill and had no stamps for my postcards. although they promised to send them for me and I paid them to mail them. my little nieces and nephews never received their cards. In addition the internet connections promised in the rooms were again predictably not working.The spa semed to have lots of nice things in it but the whirlpool was lukewarm and the stream room was not working. The sauna was nice when they remembered to turn it on -- which seemed to be every other day. They invested a lot of money into the spa to not have it functioning properly and such seemed to typify both the Agua resort and the surrounding area.When we tried to escape from Agua and venture to go out for dinner one night to the nearby Al Navigante we were again subject to another fiasco. When we were served wine that had turned to vinegar they tried to charge us for the bad wine. They also added two additional dinners to the tab. When I protested the extra charges they tried to negotiate. Indeed -- they exemplified the apparent Dominican business ethic when dealing with tourists: Take them for all you canA day trip to a Dominican cigar factory took us to a shop in Bavaro run by a woman from Switzerland who had two guys rolling stogies and while the guys in our group smoked free samples the ladies were shown local jewelry for purchase. Indeed it seemed as if the only place where we were being scammed worse than in the hotel was just anywhere else in the DRYes there were some positives. The wait staff at Agua was entirely friendly and they seemed to genuinely enjoy teaching Spanish to my wife and I. Also the beach is very nice and the water was inviting. However the water was also pretty cloudy when we were there and I am told it is largely unsuitable for snorkeling.When our week was over we were all very anxious and quite happy to leave. Again predictably the driver was late to pick some of our fellow travelers up. They were late to the airport and almost missed their flights.Perhaps luxury resort and the Dominican Republic are mutually exclusive. It sure seemed so at Agua. After all in the DR even the sidewalks have potholes Yes the people we met were for the most part very nice unless you had to deal with money and the beach was very nice. However there are far too many negatives to outweigh the few positives and Agua charges way too much to expect its guests to overlook those negatives. To Agua I say Adios and good riddance
25-34,FEMALE,Place to sleep and shower. I stayed in the Coqui Inn beginning of March 2008. I had seen the place online before going to Puerto Rico and it did not look too bad for the price. The grafetti mural walls through me off a little and I was iffy on booking the place based on the unknown of the area. We went to PR and family was going to find us a cheap place close to the coast-beach that did not happen. So an hour after getting off flight from NYC we contacted a few places that were $140 + a night went to see like 3 of them...rooms looked like blah for that price and we didnt want to spend alot of $. The vacation was like an extended weekend cheap get away to the beach kinda thing.So there I was trying to get directions to the place on the phone dealt with 3 different people. The address for place does not come up on a GPS system at least not a tom-tom. Finally found it. Much easier than they explained. The enterance is around the back and it has multiple doors to get into the facility and confusing to find main lobby. We finally get in there is one woman waiting on the sofa... one lady behind the counter and one manager in the office. it takes like hour-two to get checked in. the clerk made a money mistake refund transaction before and now the manager locked the system down and they can not enter any reservations. so she tells us to wait dont give a specific amount of time. I tell her i saw a room online for $89 per night and it is the two of us. We get handed like 4 sets of keys told to pick a room. first we took a top room- not connected to others. two beds inside- twin and double. sheets are clean bathroom looked clean except the tile work in the shower stall was kinda busted up. could use TLC and a complete paint job. Huge refrigerator in room was a plus. Very cold. Light bulbs were burnt out my Husband went to desk to exchange 2 of them they said someone will come to room - no one did. we didnt stress it. The second day we had NO hot water or water pressure. After 3 attempts water and hot water running. 2nd day no such luck. After a long day and having a early morning ahead of us we had to repack all our stuff and move to another room... we had choice of another 3 rooms we settled on this other room that may not have been the right oneI forgot to mention that the room cost us $79. After complaining at check in that we waited so long.... we got the room at that rate. Back to room 2. Nicer cleaner new paint job bathroom a little tiny bit more up to date... not perfect but it worked for sleep and shower purposes. Well water pressure and temperature were great...This room had two double beds and a stove crappy some dishes and a pot and pan and utensils. not a bad gesture but.... nothing I would make meals on. Fridge was smaller but still nice to have. We bought some 12 pack soda at Wallgreens milk and cereal and throw away bowls...The air conditioner was terrible terrible. At this point I opened the slatted windows and turned on the fan I gave up switching rooms. The front door was metal slatted and you could force the slats open from the outside of the room and stick your hand in and open the doorknob lock. Not cool to leave ANYthing of value behind. We also hung the do not disturb sign to aviod wondering if maid service was going to go through our stuff. Cameras througout the property inbetween walkways to rooms made safe however not enought lighting outdoors. the place is basically enclosed when your inside it seems like it was once 3 seperate hotel-motels smushed together...The space around the Coqui was nice. sitting areas pools were all very clean and everything outside was maintained with decent landscaping... some chairs and hammocks... the floors are tile in some areas of the place and became very slippery and no wet floor signs left out. I noticed 4 computers in the lobby area with people planted infront of them. COME ON YOUR On Vacation... Get off the computer and go the the beach They sold soda and ice cream and stuff. I saw the coffee pot they never mentioned the freee coffee or breakfast stuff nor did I care to ask for it. Bottom line: you get what you pay for. $79 was not expensive for us and we got a shower and a clean bed. Not a fancy place. Staff is nice but soooo slow when doing things. I would stay again if I needed a cheap vacation. But would also consider renting a timeshare or small apartment for a week at about the same price.My advise to all dont waste your money on taxi or tours ones that you can do yourself like Morro and Yunque. Rent a car. Its like $19 a day without optional insurance. you can go to different beaches like pinones and fajado ... not restricted to busy san juan... try charlie cars for a rental.Good luck
50-64,MALE,Funky and well located some windowless rooms It was very fine to stay at the Regina three nights for a nearby conference at the university. A bit on the expensive side but it was generally modern elegant attractive and funky. Free fully functioning in room WIFI included. First I was put in a very small room with no windows I did not like that It was changed next day no problem. Lively streets but excellent glazing keeps it quiet inside if you prefer. Breakfast is good but expensive they almost seemed to panic when they discovered I was having breakfast one morning not included in my deal but relaxed when I flashed my key and credit card. Starbucks is right next door not too cheap either but nice outside seating. The location of the hotel is very good near Metro sightseeing bus start shopping and head of las Ramblas. I would gladly stay here again for business or pleasure but be more alert about getting a good room from the start.
50-64,FEMALE,Nice get-a-way at the Rui Bambu I just returned from a 3 night get away to the D.R. at the Riu Bambu.The grounds are very well kept and the beach is perfect Lots of palm trees for shade and you can walk for miles. The Colonial buffet is really very good with a huge selection. All of the cold foods were kept on an iced surface and the hot foods constantly were replaced. The a la carte restaurants were not nearly as good as the buffet. We only went to them for a change and to be served. Beds and pillows are really too hard as the other reviews said.The room was very clean despite the Mildew/Lysol smell that I always notice in the caribbean. We went on the outback safari tour to see more of the Dominican country side. It was very informative and lots of fun but too many stops to buy trinkets all owned by outback safari and the included lunch was bland - not the spicey dominican food promised. Brush up on your spanish - english is not often spoken and americans were in the minority. Lots of Germans French and Italians. Be prepared to see topless ladies at the beach. We took a walk up the beach to the flea market and had fun haggling for price. Thought we got a good price and them found the same things at the airport shops for about the same price Remember not to drink the tap water and be warned that Montezumas revenge got me on the plane home and it can get you All in all a nice place with a beautiful beach.
50-64,MALE,Great place for the right price This can be a great place to stay depending on what you pay. We booked this on Priceline bidding for $115 per night. For that price it was a steal. We booked it for before and after a cruise. It is actually a very nice hotel in a great location and has an excellent pool and beach. The hotel has a large open air lobby which is nice but not as classy as the Wyndham El San Juan but nice enough. The hotel has been built in phases over the years. We were in the original building which I prefer since all of the rooms have great water views. Some of the later buildings have sections that look out on other buildings and parking garage etc. The rooms are a decent size with nice bathrooms and very nice beds and bedding. The furniture is a little dated. The hotel has an excellent location on a peninsula into the water on the outskirts of Old San Juan. You are only about a 10 minute ride from the cruise ships and Old San Juan. If you are looking for a lot of nightlife and shopping outside your door this is not the place for you. The nicest part of the hotel is the beach and pool area. The beach is on its own cove not much in the way of waves but otherwise very nice. It has a great pool area and a nice area with hammocks and palm trees for shade. We are members of the Hilton Honors and were put on the club floor. The club floors have the use of a very nice lounge with free snacks drinks newspapers and computer. For $115 per night this was a great deal. We were originally booked at the Marriott for the stay on the return from the cruise but at $350 a night for the Marriott and $155 for the Hilton it was a no brainer. If you are going to pay $350 a night I would consider the El San Juan or the Marriott but with the discount rates on the Hilton it is well worth it. My only complaint was that it does not have a casino so you need to get a cab to go to a casino or to go to other restaurants. We ate at the Mortons on a great web promotion 2 excellent meals for $99 but the other hotel restaurants looked very overpriced. They do have a Starbucks in the lobby.
